DateTime,StatusType,Timestamp,TimeDelta,PacketLength,SourceIP,DestinationIP,SourcePort,DestinationPort,Payload
2021-08-25 17:14:41.873139+01:00,THROTTLE,0.569996,0.006159,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.873140+01:00,BRAKE,0.569997,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.876973+01:00,SPEED,0.57383,0.003833,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.883064+01:00,B,0.579921,0.006091,60,,,,,
2021-08-25 17:14:41.883092+01:00,THROTTLE,0.579949,2.8e-05,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.883127+01:00,BRAKE,0.579984,3.5e-05,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.883759+01:00,B,0.580616,0.000632,60,,,,,
2021-08-25 17:14:41.884456+01:00,B,0.581313,0.000697,60,,,,,
2021-08-25 17:14:41.887053+01:00,SPEED,0.58391,0.002597,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.893141+01:00,THROTTLE,0.589998,0.006088,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.893142+01:00,BRAKE,0.589999,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.893373+01:00,CRUISE,0.59023,0.000231,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.897021+01:00,SPEED,0.593878,0.003648,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.903179+01:00,THROTTLE,0.600036,0.006158,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.903180+01:00,BRAKE,0.600037,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.906989+01:00,SPEED,0.603846,0.003809,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.913205+01:00,THROTTLE,0.610062,0.006216,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.913205+01:00,BRAKE,0.610062,0.0,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.916980+01:00,SPEED,0.613837,0.003775,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.923143+01:00,THROTTLE,0.62,0.006163,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.923144+01:00,BRAKE,0.620001,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.927129+01:00,SPEED,0.623986,0.003985,130,172.16.0.101,172.16.0.100,28091,28091,0
